CODIGO_PROYECTO,TITULO_PROYECTO,ENTIDAD,AREA_TEMATICA,DEPARTAMENTO_ENTIDAD,CIUDAD_ENTIDAD,,,,,,,
726247726269,Mision Tecnologica a Malasia e Indonesia para conocer empresas palmicultoras y centros de investigacion en palma de aceite.,CORPORACION CENTRO DE INVESTIGACIONES EN PALMA DE ACEITE - CENIPALMA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
121047726271,Referenciacion Tecnologica y Exploracion de Posibilidades Comerciales de Empresas Colombianas Productoras de Ingredientes Naturales en Europa a traves de la Mision Tecnologica a Alemania,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
710649026027,Utilizacion de glicerina y otros subproductos del proceso de produccion de biodiesel en sistemas de alimentacion de aves y cerdos,CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,INFORMACION NO SOLICITADA,CUNDINAMARCA,MOSQUERA,,,,,,,
710649026070,PROYECTO JATROPHA COLOMBIA. FASE II ECOPETROL-CORPOICA. REGION ORINOQUIA Y VALLES INTERANDINOS.   INTEGRACION DEL MEJORAMIENTO GENETICO Y MANEJO AGRONOMICO DE JATROPHA CURCAS PARA LA PRODUCCION DE BIODIESEL EN COLOMBIA,CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,INFORMACION NO SOLICITADA,CUNDINAMARCA,MOSQUERA,,,,,,,
110149026038,ESTUDIO TECNICO-ECONOMICO DE ALTERNATIVAS PARA LA VALORIZACION DEL ACEITE DE  FUSEL GENERADO EN LA PRODUCCION DE BIOETANOL EN COLOMBIA,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111949026022,Produccion de acetato de amilo mediante un proceso intensificado utilizado tecnologias de membranas,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MANIZALES,INFORMACION NO SOLICITADA,CALDAS,MANIZALES,,,,,,,
110149026085,Aislamiento caracterizacion y evaluacion de levaduras nativas del municipio de Puerto Lopez (Meta) para la produccion de etanol.,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111049326116,Caracteristicas organizacionales funcionales y evolutivas de las familias de personas en situacion de desplazamiento en Risaralda 2010,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,INFORMACION NO SOLICITADA,RISARALDA,PEREIRA,,,,,,,
121549326151,Traumatismo psiquico en sujetos vulnerados por experiencias y/o acciones violentas sobre otros en el marco del conflicto armado colombiano en los departamentos de Magdalena Atlantico Bolivar y Cesar   ,UNIVERSIDAD DEL NORTE - UNINORTE,INFORMACION NO SOLICITADA,ATLANTICO,BARRANQUILLA,,,,,,,
111249326226,EXPOSICION HUMANA A DISOLVENTES ORGANICOS EN FABRICAS DE MUEBLES EN LACOSTA ATLANTICA COLOMBIANA IMPACTO SOBRE LA EXPRESION DE GENES ASOCIADOSCON DANO AL ADN,UNIVERSIDAD DE CORDOBA - UNICOR,INFORMACION NO SOLICITADA,CORDOBA,MONTERIA,,,,,,,
110749326186,Toxicidad de los sedimentos contaminados por carbon en el departamento del Magdalena,UNIVERSIDAD DE CARTAGENA,INFORMACION NO SOLICITADA,BOLIVAR,CARTAGENA DE INDIAS,,,,,,,
111349326231,Evaluacion del efecto de la curcumina en la infeccion del virus dengue en un modelo celular in vitro.,UNIVERSIDAD DEL QUINDIO - UNIQUINDIO,INFORMACION NO SOLICITADA,QUINDIO,ARMENIA,,,,,,,
111549326137,Determinacion del fenotipo sensible/resistente de aislamientos colombianos de Plasmodium vivax a medicamentos esquizonticidas circulantes cloroquina mefloquina amodiaquina quinina artesunato y compuestos de  origen natural,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111549326050,Validacion del codigo rojo una propuesta para el tratamiento de la hemorragia obstetrica,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111549326228,Estudio ecologico de endemicidad por Rickettsia en Colombia,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
130849326234,EL DERECHO A LA ATENCION EN SALUD DE LAS MUJERES DURANTE EL EMBARAZO UNA APROXIMACION DESDE LA ACCESIBILIDAD  A LOS SERVICIOS DE SALUD ORAL DE GESTANTES ATENDIDAS POR LA RED NORTE DE LA SECRETARIA DISTRITAL DE SALUD,UNIVERSIDAD EL BOSQUE - UNBOSQUE,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110649326235,COMPARACION DE LAS FRECUENCIAS DE HAPLOTIPOS LIGADOS A LA HEMOGLOBINA S EN DOS POBLACIONES COLOMBIANAS Y SU APLICACION COMO MARCADORES DE SEVERIDAD CLINICA PARA ANEMIA FALCIFORME,UNIVERSIDAD DEL VALLE - UNIVALLE,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
111549326090,Estudio de costo efectividad del Tratamiento Acortado Estrictamente Supervisado (TAES o DOTS) de un grupo de pacientes con tuberculosis en la ciudad de Medellin 2005-2009.,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111549326094,PREVENCION TEMPRANA DE CONDUCTAS DE RIESGO PARA LA SALUD,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
620449326152,Factores asociados al acceso a los servicios de salud mental en la ciudad de Cali,FUNDACION PARA LA EDUCACION SUPERIOR - FES SOCIAL - CALI,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
110149326036,Reformas sanitarias en America Latina. Perspectiva comparativa Brasil Mexico y Colombia. 1980 - 2008.,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
620449326170,Factores asociados al acceso y adherencia la control prenatal en instituciones de salud de Cali y Manizales Colombia 2009.,FUNDACION PARA LA EDUCACION SUPERIOR - FES SOCIAL - CALI,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
111549326088,Epidemiologia prevencion y control del VIH/SIDA y las infecciones de transmision sexual en una comunidad indigena de Colombia,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
336949326199,EVALUACION DEL IMPACTO DE UNA INTERVENCION PSICOEDUCATIVA PARA MEJORAR LA ADHERENCIA AL TRATAMIENTO EN PACIENTES PERTENECIENTES A UN PROGRAMA DE RENOPROTECCION,CAJA DE COMPENSACION FAMILIAR DEL VALLE DEL CAUCA - COMFANDI,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
111549326156,LA VIOLENCIA INTRAFAMILIAR (VIF) ENTRE LOS REINTEGRADOS DE  LOS GRUPOS ARMADOS.,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111549326144,Caracterizacion clinico-epidemiologica y molecular de Mycobacterium tuberculosis en personas privadas de libertad en Medellin y Bucaramanga. 2010-2012,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110149326078,EFECTO INMUNOMODULADOR DE EXTRACTOS DE PLANTAS CON POTENCIAL LEISHMANICIDA ESTUDIOS CONFIRMATORIOS IN VITRO PRELIMINARES IN VIVO,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
325649326135,Seguimiento clinico bacteriologico e inmunologico de convivientes de pacientes con lepra como contribucion a la deteccion precoz de la enfermedad.PRE00485021514,INSTITUTO COLOMBIANO DE MEDICINA TROPICAL ANTONIO ROLDAN BETANCUR - ICMT,INFORMACION NO SOLICITADA,ANTIOQUIA,SABANETA,,,,,,,
210149326147,Estudio de implementacion de un programa alternativo para la tamizacion de cancer de cuello uterino en Colombia basado en la prueba ADN-VPH a realizarse en un area demostrativa de 2009-2012.,INSTITUTO NACIONAL DE CANCEROLOGIA - I.N.C.,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111549326092,Busqueda de productos naturales con actividad antiviral contra Virus Dengue en plantas de la Region Caribe Colombiana,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111549326099,Estudio comparativo de la expresion y funcion de receptores de reconocimiento de patrones (PRR) en pacientes con VIH individuos expuestos sexualmente al VIH no infectados (ESN) y controles,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110350827513,GENERACION DE LAS CONDICIONES DE COMPETENCIA TECNICA EN SIETE ENSAYOS PARA POLIMEROS EN EL MARCO DE LA ACREDITACION DEL LABORATORIO DE REOLOGIA TEXTURA Y EMPAQUES DE LA FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD DEL CAUCA,UNIVERSIDAD DEL CAUCA - UNICAUCA,ASEGURAMIENTO DE CALIDAD Y METROLOGIA,CAUCA,POPAYAN,,,,,,,
234250827153,ESTANDARIZACION Y ACREDITACION DE TECNICAS DE CARACTERIZACIONDEL BIODIESEL SEGUN LA NORMA NTC 5444 DEL LABORATORIO DE ANALISIS FISICO-QUIMICO DE CORPODIB,CORPORACION PARA EL DESARROLLO INDUSTRIAL DE LA BIOTECNOLOGIA - CORPODIB,OTRAS,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
210550827562,PROYECTO PARA LA ACREDITACION DE METALES PESADOS Y PLAGUICIDAS FOSFORADOS EN AGUAS Y SEDIMENTOS MARINOS,INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS DE PUNTA DE BETIN. INVEMAR,Calidad ambiental,MAGDALENA,SANTA MARTA,,,,,,,
111050827545,AMPLIACION DEL ALCANCE DE ACREDITACION Y ESTANDARIZACION Y VALIDACION DE ENSAYOS PARA RESIDUOS PELIGROS EN EL LABORATORIO DE QUIMICA AMBIENTAL DE LA FACULTAD DE CIENCIAS AMBIENTALES DE LA UNIVERSIDAD TECNOLOGICA DE PEREIRA. ,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,PRODUCCION LIMPIA,RISARALDA,PEREIRA,,,,,,,
111550827560,ESTANDARIZACION VALIDACION Y ACREDITACION DE METODOS FISICOQUIMICOS PARA EL ANALISIS DE AGUAS (CRUDAS Y POTABLES).  DEMANDA BIOQUIMICA DE OXIGENO (DBO5) DEMANDA QUIMICA DE OXIGENO (DQO) SOLIDOS SUSPENDIDOS TOTALES (SST) GRASAS Y ACEITES DUREZA TOTAL CLORUROS NITRITOS Y ALCALINIDAD,UNIVERSIDAD DE ANTIOQUIA - UDEA,OCEANOS AGUA Y CAMBIO CLIMATICO,ANTIOQUIA,MEDELLIN,,,,,,,
110250827527,Estandarizacion validacion y acreditacion del metodo analitico para la determinacion de Arsenico y Selenio en aguas y suelos por espectrofotometria de absorcion atomica- Generacion de hidruros,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,ESTUDIOS DE LOS PROCESOS TERRESTRES,SANTANDER,BUCARAMANGA,,,,,,,
111550827165,Acreditacion de dos pruebas discriminativas (Par diferencia y duo trio) y de la prueba descriptiva (Perfil de textura) bajo la Norma ISO/ IEC 17025 para el laboratorio de Analisis Sensorial de Alimentos de la Universidad de Antioquia.,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
338750827532,VALIDACION Y ACREDITACION DE ENSAYOS DE EVALUACION Y ESTIMACION DE VIDA UTIL EN ALIMENTOS BASADOS EN PROTOCOLOS EXPERIMENTALES ACORDES A LA NATURALEZA TIPO DE PROCESAMIENTO EMPAQUE CONDICIONES DE DISTRIBUCION Y USO DE LOS MISMO,INSTITUTO DE CIENCIA Y TECNOLOGIA ALIMENTARIA - FUNDACION INTAL,INFORMACION NO SOLICITADA,ANTIOQUIA,ITAGUI,,,,,,,
710650827486,ESTANDARIZACION Y VALIDACION DE PRUEBAS PARA LA CARACTERIZACION DE PARAMETROS DE CALIDAD MICROBIOLOGICA DE ABONOS ORGANICOS (CONTROL DE INOCUIDAD) BAJO LA NORMA TECNICA COLOMBIANA ICONTEC (NTC 5167),CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,INFORMACION NO SOLICITADA,CUNDINAMARCA,MOSQUERA,,,,,,,
111850827541,Acreditacion de las pruebas Cenizas (ASTM D482) Residuo Carbonoso (ASTM D189) Contenido de azufre (ASTM D129) Viscosidad saybolt. (ASTM D88) e Indice de viscosidad (ASTM D2270) en productos del petroleo,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110150827155,Migracion global y especifica en envases plasticos,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
226250827156,Estandarizacion y acreditacion de metodos de migracion global y especifica como estrategia para el fortalecimiento de las cadenas productivas de plastico caucho y afines en el sector de empaques envases y embalajes,INSTITUTO DE CAPACITACION E INVESTIGACION DEL PLASTICO Y DEL CAUCHO - ICIPC,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111550827161,PROPUESTA DE ACREDITACION  DEL SISTEMA DE GESTION DEL LABORATORIO DE EQUIPOS CIENTIFICOS DE LA OSIU EN EL AREA DE VOLUMEN ESPECIFICAMENTE MICROPIPETAS EN EL RANGO DE 01 l - 1000 l ANTE EL ONAC BAJO LA NORMA ISO/IEC 170252005.,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
710650827533,ESTANDARIZACION Y VALIDACION DE CINCO TECNICAS DE ANALISIS BROMATOLOGICOS TENDIENTES A LA ACREDITACION DEL LABORATORIO DE NUTRICION ANIMAL DEL CENTRO DE INVESTIGACION TURIPANA,,,2011,CORPORACION COLOMBIANA DE INVESTIGACION AGROPECUARIA - CORPOICA,PROYECTO,CUNDINAMARCA,MOSQUERA,25473,CORDOBA,CERETE,23162
111550827537,VALIDACION Y ACREDITACION DE ANALISIS DE RESIDUOS DE PLAGUICIDAS EN PRODUCTOS AGROALIMENTARIOS,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111550827558,Validacion de la metodologia para la determinacion cuantitativa de mercurio en pastos por absorcion atomica con generador de hidruros,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110150827563,Estandarizacion y acreditacion de pruebas de analisis de micotoxinas Aflatoxinas B1 B2 G1 G2 Aflatoxina M1 en leche liquida y en polvo Deoxilevalenol Tricoticenos Fumonisinas y Zearalenona realizadas en el Laboratorio de Toxicologia de la Facultad de Medicina Veterinaria y de Zootecnia de la Universidad Nacional de Colombia Sede Bogota.,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
130848925267,MECANISMOS DE INGRESO AL TEJIDO NERVIOSO UTILIZADOS POR EL VIRUS DENGUE,UNIVERSIDAD EL BOSQUE - UNBOSQUE,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
123750827498,Consolidacion de un laboratorio de estandarizacion radiometrica en todo el ancho de banda del espectro solar.,FUNDACION UNIVERSITARIA LOS LIBERTADORES,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
811150827576,CONSOLIDACION DE LOS ESTANDARES DE CALIDAD BAJO NORMA NTC ISO 170252005 DE PRUEBAS TECNICAS OFRECIDAS POR LOS LABORATORIOS ESPECIALIZADOS DE FISICOQUIMICA Y BIOCORROSION DE LA UNIDAD ESTRATEGICA DE NEGOCIOS CORROSION INTERNA DE LA C.I.C. ,CORPORACION PARA LA INVESTIGACION DE LA CORROSION - C.I.C.,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
811150827516,ASEGURAMIENTO DE LA COMPETENCIA TECNICA DEL LABORATORIO DE RECUBRIMIENTOS DE LA CORPORACION PARA LA INVESTIGACION DE LA CORROSION MEDIANTE LA VALIDACION DE SUS ENSAYOS CON FINES DE ACREDITACION SEGUN LA NTC-ISO-IEC 17025,CORPORACION PARA LA INVESTIGACION DE LA CORROSION - C.I.C.,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
120050827575,ACREDITACION DE ENSAYO DE HILO INCANDESCENTE Y RESISTENCIA AL CALOR PARA PRODUCTOS POLIMERICOS OPERACION NORMAL PARA INTERRUPTORES MANUALES Y AUTOMATICOS CLAVIJAS Y TOMACORRIENTES.,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE BUCARAMANGA,INFORMACION NO SOLICITADA,SANTANDER,FLORIDABLANCA,,,,,,,
234150827546,Implementacion de siete  pruebas con fines de acreditacion para el laboratorio de pruebas electricas de la Corporacion Centro de Investigacion y Desarrollo Tecnologico,CORPORACION CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO DEL SECTOR ELECTRICO - CIDET SEDE MEDELLIN,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110650827540,Implementacion de la Prueba de Ruido Audible en Transformadores de Distribucion,UNIVERSIDAD DEL VALLE - UNIVALLE,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
222850827520,Estandarizacion de pruebas de parametros de calidad de la potencia para el laboratorio de calibracion del Centro Internacional de Fisica,CENTRO INTERNACIONAL DE FISICA - CIF,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
222850827518,Implementacion de una prueba de verificacion de medidores de desviaciones de voltaje  como parametro de calidad de la potencia  basada en un generador de senales arbitrarias desarrollado por el CIF,CENTRO INTERNACIONAL DE FISICA - CIF,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
224350827506,FORTALECIMIENTO DEL LABORATORIO DE METROLOGIA DE COTECMAR BAJO LA NORMA ISO/IEC 17025 MEDIANTE LA ACREDITACION DE LAS PRUEBAS DEL AREA DIMENSIONAL Y DEL AREA DE PRESION.,CORPORACION DE CIENCIA Y TECNOLOGIA PARA EL DESARROLLO DE LA INDUSTRIA NAVAL MARITIMA Y FLUVIAL- COTECMAR,INFORMACION NO SOLICITADA,BOLIVAR,CARTAGENA DE INDIAS,,,,,,,
111550827561,ESTANDARIZACION DEL METODO DE SECUENCIAMIENTO GENOMICO EN EL CENTRO NACIONAL DE SECUENCIACION GENOMICA CNSG.,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
332850827547,ACREDITACION  DEL METODO DE ANALISIS ELEMENTAL PARA LA CUANTIFICACION DE SILICIO (Si) ALUMINIO (Al) Y HIERRO (Fe) EN MUESTRAS MINERALES Y ESTANDARIZACION Y ACREDITACION DEL METODO PARA ANALISIS CUANTITATIVO   DE HIERRO (Fe) EN PRODUCTOS DE CORROSION MEDIANTE LA TECNICA DE ESPECTROMETRIA DE FLUORESCENCIA DE RAYOS-X DE ENERGIA DISPERSIVA.,CENTRO DE DESARROLLO PRODUCTIVO DE JOYERIA DE SANTANDER - C.D.P. DE JOYERIA,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
121550827564,Estandarizacion y acreditacion bajo la norma NTC ISO/IEC 17025 de los ensayos para analisis de suelos y agregados en el  Laboratorio de suelos y materiales de construccion de la Universidad del Norte de Barranquilla,UNIVERSIDAD DEL NORTE - UNINORTE,INFORMACION NO SOLICITADA,ATLANTICO,BARRANQUILLA,,,,,,,
121050827556,Verificacion de calibracion de sensores de vibracion,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110650827555,Acreditacion del ensayo de traccion en barras de acero  del  Laboratorio de Estructuras de la Escuela de Ingenieria Civil y Geomatica de la Universidad del Valle.,UNIVERSIDAD DEL VALLE - UNIVALLE,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
110250827512,ESTANDARIZACION Y ACREDITACION  DE PRUEBAS DE LABORATORIO PARA  ANALISIS DE CACAO Y PRODUCTOS DE CHOCOLATERIA Y CONFITERIA ANALISIS DE PALMA Y GRASAS Y ACEITES ,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
338750827531,VALIDACION SECUNDARIA  DE LOS METODOS DE ENSAYO MICROBIOLOGICOS PARA LA DETERMINACION DE MICROORGANISMOS INDICADORES DE CALIDAD Y DE RIESGO EPIDEMIOLOGICO EN ALIMENTOS,INSTITUTO DE CIENCIA Y TECNOLOGIA ALIMENTARIA - FUNDACION INTAL,INFORMACION NO SOLICITADA,ANTIOQUIA,ITAGUI,,,,,,,
111550827550,ESTANDARIZACION Y ACREDITACION DE INDICES DE CALIDAD EN BIODIESEL PARA COLOMBIA DE ACUERDO A LA NORMATIVIDAD NACIONAL E INTERNACIONAL NUMERO ACIDO CONTENIDO DE ESTER CONTENIDO DE AGUA Y ESTABILIDAD A LA OXIDACION,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110250827526,ACREDITACION DE LA PRUEBA DE LABORATORIO PARA LA DETECCION DE ANOMALIAS CROMOSOMICAS POR HIBRIDACION IN SITU FLUORESCENTE (FISH),UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
110150827487,ACREDITACION DE ENSAYOS PARA EL CONTROL DE CALIDAD DE PRODUCTOS COSMETICOS QUE CONTENGAN EXTRACTOS NATURALES  Y/O FACTORES DE PROTECCION SOLAR.,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
112750827159,Montaje validacion y construccion de normas tecnicas especificas para siete analisis seminales en porcinos.,UNIVERSIDAD DE CALDAS - UNICALDAS,INFORMACION NO SOLICITADA,CALDAS,MANIZALES,,,,,,,
113051828140,PROGRAMAS DE FORMACION Y EVALUACION DE COMPETENCIAS CIUDADANAS EN ZONAS EN ZONAS DE CONFLICTO INTERNO COLOMBIANO ANALISIS DE IMPACTO EN LOS APRENDIZAJES CIUDADANOS,UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS,Evaluacion educativa,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
121951828151,Relaciones entre programas y proyectos institucionales y desempeno en pruebas SABER e ICFES en 12 instituciones publicas de Manizales,UNIVERSIDAD AUTONOMA DE MANIZALES - UAM,Evaluacion educativa,CALDAS,MANIZALES,,,,,,,
110651828118,LA INCIDENCIA DEL ENTORNO FAMILIAR Y LA CALIDAD DE LOS ENTORNOS ESCOLARES EN LOS LOGROS EDUCATIVOS DE LOS ESTUDIANTES UN ESTUDIO APLICADO CON LAS PRUEBAS SABER Y TIMSS,UNIVERSIDAD DEL VALLE - UNIVALLE,Evaluacion educativa,VALLE DEL CAUCA,CALI,,,,,,,
120351828148,Relacion entre los resultados de las pruebas Saber Pro de medicina y las caracteristicas de  las institucion academicas y de los estudiantes,PONTIFICIA UNIVERSIDAD JAVERIANA - PUJ - SEDE BOGOTA,Evaluacion educativa,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
120551829287,Practicas evaluativas y Prueba de Estado un estudio de caso en el Distrito Capital,UNIVERSIDAD EXTERNADO DE COLOMBIA,Evaluacion educativa,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
723652630484,Fomento a la gestion de la innovacion de la aglomeracion productiva conformada por las empresas del sector ladrillero ubicadas en la zona del Mochuelo en el Distrito Capital.,CORPORACION PARA LA INVESTIGACION SOCIOECONOMICA Y TECNOLOGICA DE COLOMBIA - CINSET,OTRAS,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111548925421,LA CORROSIVIDAD DEL BIODIESEL Y SU INCIDENCIA EN EL DESEMPENO DE AUTO PARTES - ESTUDIO DE METODOS DE PREVENCION Y CONTROL,UNIVERSIDAD DE ANTIOQUIA - UDEA,OTRAS,ANTIOQUIA,MEDELLIN,,,,,,,
111548925104,ETNOBOTANICA DE LAS PLANTAS ANTIMALARICAS DEL VAUPES MEDIO RECUPERACION DEL SABER MEDICO TRADICIONAL,UNIVERSIDAD DE ANTIOQUIA - UDEA,Basicas biomedicas,ANTIOQUIA,MEDELLIN,,,,,,,
111848925101,PROBLEMAS ELIPTICOS Y DE EVOLUCION NO LINEALES,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,Matematicas,ANTIOQUIA,MEDELLIN,,,,,,,
657048925483, Exploracion metagenomica de las comunidades microbianas asociadas a esponjas marinas en busca de los origenes arcaicos y naturales del potencial genetico generador/degradador de aromaticos halogenados |  Metagenomic exploration of the microbial communities associated to marine sponges searching for the ancient and natural origin of the potential to generate/degrade halogenated aromatics. ,CORPORACION CORPOGEN - INVESTIGACION Y BIOTECNOLOGIA DE COLOMBIA,Ambiental,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111548925308,Biotecnologia de Hongos Basidiomicetes en el Desarrollo de Alimentos Funcionales (Nutriceuticos) Procesos de secado vs.  Actividad Biologica,UNIVERSIDAD DE ANTIOQUIA - UDEA,Industrial,ANTIOQUIA,MEDELLIN,,,,,,,
210548925137,BALANCE DE GASES DE EFECTO INVERNADERO (GEI) EN AREAS DE MANGLAR DE LA CIENAGA GRANDE DE SANTA MARTA CON DIFERENTE GRADO DE CONSERVACION ,INSTITUTO DE INVESTIGACIONES MARINAS Y COSTERAS DE PUNTA DE BETIN. INVEMAR,Estructura y funcion de ecosistemas,MAGDALENA,SANTA MARTA,,,,,,,
110648925135,Dinamica temporal y patrones de variacion espacial del reclutamiento coralino en dos arrecifes de Isla Gorgona Pacifico Oriental Tropical,UNIVERSIDAD DEL VALLE - UNIVALLE,Estructura y funcion de ecosistemas,VALLE DEL CAUCA,CALI,,,,,,,
121648925530,EROSION COSTERA EN ANTIOQUIA II Modelacion de la evolucion morfologica en el golfo de Uraba,UNIVERSIDAD EAFIT,Estructura y funcion de ecosistemas,ANTIOQUIA,MEDELLIN,,,,,,,
111748925529,Evaluacion del efecto ecologico de la pesca artesanal  de camaron en el ecosistema del Golfo de Salamanca y experimentacion de medidas de mitigacion,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,Evaluacion de recursos aprovechables,MAGDALENA,SANTA MARTA,,,,,,,
