CODIGO_PROYECTO,TITULO_PROYECTO,ENTIDAD,AREA_TEMATICA,DEPARTAMENTO_ENTIDAD,CIUDAD_ENTIDAD,,,,,,,
111356933664,Identificacion y ensayo experimental de 3 proteinas de senalizacion intracelular humanas que interactuan con proteinas ROPs quinasas de Toxoplasma gondii.,UNIVERSIDAD DEL QUINDIO - UNIQUINDIO,INFORMACION NO SOLICITADA,QUINDIO,ARMENIA,,,,,,,
111571249830,Sintesis y Estudio de las propiedades anticancerigenas de Derivados de S-Alilcisteina,UNIVERSIDAD DE ANTIOQUIA - UDEA,BIOLOGIA,ANTIOQUIA,MEDELLIN,,,,,,,
210456933497,Caracterizacion de Mycobacterium tuberculosis causante de enfermedad activa en pueblos indigenas de Colombia.,INSTITUTO NACIONAL DE SALUD - I.N.S.,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110656933826,Desarrollo de pruebas en gel de agarosa para simular infusiones de droga para el tratamiento de enfermedades cerebrales,UNIVERSIDAD DEL VALLE - UNIVALLE,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
121556934635,Cambios en la Ecologia Microbiana del Intestino de Individuos Infectados con Virus de Inmunodeficiencia Humana (VIH),UNIVERSIDAD DEL NORTE - UNINORTE,INFORMACION NO SOLICITADA,ATLANTICO,BARRANQUILLA,,,,,,,
210456934769,Epidemiologia de Listeria monocytogenes Salmonella Enteritidis y Campylobacter spp. en la cadena productiva avicola de dos regiones de Colombia.,INSTITUTO NACIONAL DE SALUD - I.N.S.,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
651756933785,DETERMINACION DE LA PREVALENCIA DE MIOPIA Y SU ASOCIACION CON INFLUENCIAS MEDIOAMBIENTALES EN POBLACION COLOMBIANA URBANA Y RURAL - ESTUDIO MIOPUR,FUNDACION OFTALMOLOGICA DE SANTANDER - CLINICA CARLOS ARDILA LULLE - FOSCAL-,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
111856933815,Sistema Sensorico para la Inspeccion de Autopartes en la Linea de Ensamble,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110156935147,Produccion de nanoparticulas de PLGA modificado para el transporte especifico a tejido oseo y liberacion controlada de medicamentos para el tratamiento de la osteoporosis,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110656934339,PREPARACION DE COMPLEJOS LANTANIDOS CON LIGANDOS BIS-HIDRAZONICOS COMO POTENCIALES AGENTES ANTIPARASITARIOS Y MARCADORES BIOLOGICOS,UNIVERSIDAD DEL VALLE - UNIVALLE,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
111556934430,Expression and Function of the LRBA gene in patients with humoral immune deficiencies,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111556934182,Evaluacion de un sistema de vigilancia para el control de la TB basado en la comunidad implementado en 3 centros penitenciarios y carcelarios de Medellin 2013-2015,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
124156935056,Emergencia de perfiles de riesgo para enfermedades no comunicables en adultos Colombianos. Incidencia y factores de riesgo para hipertension arterial en la cohorte CHICAMOCHA luego de diez anos de seguimiento,,,2012,UNIVERSIDAD AUTONOMA DE BUCARAMANGA - UNAB,PROYECTO,SANTANDER,BUCARAMANGA,68001,SANTANDER,BUCARAMANGA,68001
110156933771,Establishing a metabolic modification strategy for obtaining a Clostridium sp. 13-propanediol hyper-producing strain from glycerol,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110756933684,Aislamiento y Purificacion de Compuestos con Potencial Actividad Antileishmanial a partir de Cordia dentata Poir. y Heliotropium indicum L.,UNIVERSIDAD DE CARTAGENA,INFORMACION NO SOLICITADA,BOLIVAR,CARTAGENA DE INDIAS,,,,,,,
120456934423,RESPUESTAS COMPORTAMENTALES Y ELECTROFISIOLOGICAS DE RHODNIUS PROLIXUS A LOS VOLATILES EMITIDOS IN VITRO POR LA MICROBIOTA BACTERIANA DE LA CARA HUMANA,UNIVERSIDAD DE LOS ANDES - UNIANDES,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
110256934490,Factores de riesgo asociados a mortalidad por dengue en adultos y ninos durante una epidemia en areas endemicas de Colombia,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
221356934877,Population analysis and molecular understanding of the aging diseases locus 9p21.3 in a Colombian cohort a multi-level study,CORPORACION PARA INVESTIGACIONES BIOLOGICAS - CIB,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
120456934752,Biodegradacion de Hidrocarburos Utilizando un Consorcio Microbiano (Hongo- Bacterias) Inmovilizados en Carbon Activado,UNIVERSIDAD DE LOS ANDES - UNIANDES,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111556934833,Producciones discursivas sobre la enemistad en el conflicto armado colombiano 1998-2012,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111556934264,Produccion biotecnologica de pigmentos naturales a partir de hongos filamentosos en busqueda de futuras aplicaciones farmaceuticas cosmeticas y alimenticias,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111756934774,BASES PARA EL MEJORAMIENTO GENETICO DEL PECTINIDO DEL CARIBE Argopecten nucleus,UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA,INFORMACION NO SOLICITADA,MAGDALENA,SANTA MARTA,,,,,,,
111056934589,Polimorfismos en genes de respuesta inmune en  toxoplasmosis ocular.,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,INFORMACION NO SOLICITADA,RISARALDA,PEREIRA,,,,,,,
111556933339,LA ATORVASTATINA UNA TERAPIA EMERGENTE PARA LA INDUCCION DE CELULAS T REGULADORAS EN UN MODELO MURINO DE ASMA ALERGICO,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110156933188,DISENO DE PEPTIDOS BASADOS EN LA INTERACCION DE GLUN2B CON DAPK1 SRC D2R Y CONANTOKINA G Y EVALUACION in vitro DE SU POSIBLE EFECTO NEUROPROTECTOR EN EVENTOS ISQUEMICOS  ,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111556933448,Asociacion  entre la prescripcion adecuada de antibioticos en pacientes con sepsis  y los desenlaces de mortalidad y tiempo de estancia hospitalaria,2013,PROGRAMA NACIONAL DE CIENCIA Y TECNOLOGIA DE LA SALUD,PROYECTO,ANTIOQUIA,5001,,,,,,
111556935008,EVALUACION DEL PESO DEL ALCOHOL COMO FACTOR DE RIESGO DE CIRROSIS Y/O CARCINOMA HEPATOCELULAR EN POBLACION COLOMBIANA.,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111556933373,El espermatozoide como vector de infecciones papel en la transmision de infecciones de transmision sexual e implicaciones sobre los parametros espermaticos in vitro,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111556933443,Evaluacion del papel de la Vitamina D un factor inmunomodulador en la infeccion por DENV de celulas dendriticas y macrofagos in vitro y en la expresion de receptores tipo toll y microRNAs ,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111556934213,Evaluacion del impacto atribuible del programa PILAS Mejores adultos mejores ninos para la prevencion temprana de conductas de riesgo para la vida,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
222956934763,Evaluacion de una regla de prediccion operada con telefonia movil para la deteccion oportuna y remision precoz  de la leishmaniasis cutanea en comunidades rurales de Colombia,CENTRO INTERNACIONAL DE ENTRENAMIENTO E INVESTIGACIONES MEDICAS - CIDEIM,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
111556933419,Construccion de una red farmacologica basada en simulaciones farmacodinamicas y farmacocineticas in silico para la seleccion racional de medicamentos con actividad leishmanicida,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111556933361,Malaria gestacional y malaria placentaria epidemiologia y consecuencias de la infeccion plasmodial submicroscopica,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111356933303,Trastornos tiroideos y exposicion a plaguicidas en trabajadores del sector agricola en fincas de cultivo de platano y cafe del departamento del Quindio 2013- 2014,UNIVERSIDAD DEL QUINDIO - UNIQUINDIO,INFORMACION NO SOLICITADA,QUINDIO,ARMENIA,,,,,,,
111556934325,MOLECULAS LIDERES A PARTIR DE LA QUIMIODIVERSIDAD NATURAL ESTUDIO INTEGRADO DE LOS ALCALOIDES DE AMARYLLIDACEAE COMO POTENCIALES NEUROPROTECTORES,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
210456935036,IDENTIFICACION DE GENOTIPOS DEL VIRUS DE LA HEPATITIS B (VHB) Y MUTACIONES EN LOS GENES P Y S  EN MUESTRAS DE SUEROS PROCEDENTES DE CATORCE DEPARTAMENTOS DE COLOMBIA  2000 - 2011 - ACTUALIZADO,INSTITUTO NACIONAL DE SALUD - I.N.S.,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111956934172,RAIM Implementacion de un framework apoyado en tecnologias moviles y de realidad aumentada para entornos educativos ubicuos adaptativos accesibles e interactivos para todos.,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MANIZALES,INFORMACION NO SOLICITADA,CALDAS,MANIZALES,,,,,,,
121056933724,Diseno de un sistema de micro-combustion catalitica de hidrocarburos con fines industriales,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
124156934459,Efecto de la exposicion extra- e intra-domiciliaria a contaminacion por material particulado con diametros aerodinamicos menores de 2.5 micras en los niveles de presion arterial de 24 horas y de aterosclerosis subclinica en poblacion adulta residente en Bucaramanga,UNIVERSIDAD AUTONOMA DE BUCARAMANGA - UNAB,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
221356933625,Development of Novel Molecular Methods for the Diagnosis of Histoplasmosis ,CORPORACION PARA INVESTIGACIONES BIOLOGICAS - CIB,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
126356934535,HERRAMIENTA TECNOLOGICA PARA  LA ADQUISICION  Y DESARROLLO DE LAS HABILIDADES COMUNICATIVAS LINGUISTICAS Y COGNTIVAS EN POBLACION INFANTIL HACIENDO USO DEL VIDEO JUEGO.,UNIVERSIDAD MANUELA BELTRAN,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
121056934576,PREVALENCIA DE ENFERMEDADES EMERGENTES ZOONOTICAS ASOCIADAS CON SINDROME FEBRIL ANAPLASMOSIS BORRELIOSIS EHRLICHIOSIS RICKETTSIOSIS  Y COXIELLOSIS EN ZONAS GANADERAS DE ANTIOQUIA,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
130856934463,Analisis microbiologico genetico y molecular de los mecanismos de resistencia a los antibioticos en 9 bacterias de alto impacto clinico en unidades de cuidado intensivo en Colombia,UNIVERSIDAD EL BOSQUE - UNBOSQUE,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
112757235325,DESPLAZAMIENTO AMBIENTAL DE LA POBLACION ASENTADA EN LA ECO - REGION EJE CAFETERO INCIDENCIA DE FACTORES ASOCIADOS POR EFECTOS DEL CAMBIO CLIMATICO.,UNIVERSIDAD DE CALDAS - UNICALDAS,Sistema politico y relaciones de poder,CALDAS,MANIZALES,,,,,,,
143157235345,La Gestion del Riesgo como Factor de Gobernabilidad en Ciudades Costeras. ,UNIVERSIDAD SERGIO ARBOLEDA - SEDE SANTA MARTA,Sistema politico y relaciones de poder,MAGDALENA,SANTA MARTA,,,,,,,
121557235334,RESILIENCIA EN EN FAMILIAS DAMNIFICADAS POR EL INVIERNO EN EL CORREGIMIENTO DE BOHORQUEZ MUNICIPIO DE CAMPO DE LA CRUZ,UNIVERSIDAD DEL NORTE - UNINORTE,INFORMACION NO SOLICITADA,ATLANTICO,BARRANQUILLA,,,,,,,
111553130555,MIGRACION SISMICA PRE-APILADO EN PROFUNDIDAD POR EXTRAPOLACION DE CAMPOS DE ONDA UTILIZANDO COMPUTACION DE ALTO DESEMPENO PARA DATOS MASIVOS EN ZONAS COMPLEJAS.,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
121053130550,PROGRAMA ESTRATEGICO PARA EL DESARROLLO DE TECNOLOGIA ROBOTICA ORIENTADA A LA EXPLORACION PETROLERA DE LOS FONDOS MARINOS COLOMBIANOS,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110253130564,Tecnicas avanzadas de imagenes en medios porosos para la caracterizacion no intrusiva de roca e incremento del factor de recobro en campos de crudo pesado y campos maduros de crudos convencionales,UNIVERSIDAD INDUSTRIAL DE SANTANDER - UIS,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
55034332007,PROGRAMA DE INVESTIGACION E INNOVACION TECNOLOGICA EN NUEVOS MATERIALES Y PROCESOS CONSTRUCTIVOS PARA INFRAESTRUCTURA VIAL RED INNOVIAL,UT INNOVIAL (Universidad de Antioquia - Universidad de Medellin - Universidad de La Guajira - Universidad Popular del Cesar - Corporacion Autonoma Regional de La Guajira),MEJORAMIENTO SUSTANCIAL DE PROCESOS Y DE PRODUCTOS,ANTIOQUIA,MEDELLIN,,,,,,,
123554331810,PROGRAMA SENTIDOS Y PRACTICAS POLITICAS DE NINOS NINAS Y JOVENES EN CONTEXTOS DE VULNERABILIDAD EN EL EJE CAFETERO ANTIOQUIA Y  BOGOTA UN CAMINO POSIBLE DE CONSOLIDACION DE LA DEMOCRACIA LA PAZ Y LA RECONCILIACION MEDIANTE PROCESOS DE FORMACION CIUDADANA,Consorcio Ninos Ninas y Jovenes Constructores de Paz democracia reconciliacion y paz,INFORMACION NO SOLICITADA,ANTIOQUIA,CACERES,,,,,,,
110354331998,Programa para el Fortalecimiento de Red Interinstitucional de Cambio Climatico y Seguridad Alimentaria - RICCLISA para enfrentar los efectos del cambio climatico y la variabilidad climatica sector agricola colombiano proponiendo estrategias y lineamientos comunes para la incorporacion de la gestion del riesgo y la adaptacion al cambio climatico (Programa y WP1).,UNIVERSIDAD DEL CAUCA - UNICAUCA,INFORMACION NO SOLICITADA,CAUCA,POPAYAN,,,,,,,
550954331966,Programa de investigacion en la gestion del riesgo asociado con cambio climatico y ambiental en cuencas hidrograficas,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
110154332240,Observatorio de restitucion y regulacion de derechos de propiedad agraria,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE BOGOTA,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
313355333216,Semana nacional de la CTI en el Putumayo Agua  fuente de vida,INSTITUTO TECNOLOGICO DEL PUTUMAYO,INFORMACION NO SOLICITADA,PUTUMAYO,MOCOA,,,,,,,
581255333089,IV SEMANA DE LA CIENCIA LA TECNOLOGIA Y LA INNOVACION 2012 - SANTANDER,DEL ORIENTE COLOMBIANO CORPORACION RED DE INSTITUCIONES DE EDUCACION INVESTIGACION Y DESARROLLO,INFORMACION NO SOLICITADA,SANTANDER,BUCARAMANGA,,,,,,,
110955333096,SEMANA NACIONAL DE LA CIENCIA LA TECNOLOGIA Y LA INNOVACION 2012- BOYACA,UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC - SEDE TUNJA,INFORMACION NO SOLICITADA,BOYACA,TUNJA,,,,,,,
112855333092,Semana de la Ciencia la Tecnologia y la Innovacion Departamento del Choco,UNIVERSIDAD TECNOLOGICA DEL CHOCO DIEGO LUIS CORDOBA.,INFORMACION NO SOLICITADA,CHOCO,QUIBDO,,,,,,,
227955333083,SEMANA NACIONAL DE LA CIENCIA TECNOLOGIA E INNOVACION 2012 -  Departamento de Vaupes_actualizado,INSTITUTO AMAZONICO DE INVESTIGACIONES CIENTIFICAS - SINCHI,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
227955333080,SEMANA NACIONAL DE LA CIENCIA LA TECNOLOGIA Y LA INNOVACION 2012-Amazonass,INSTITUTO AMAZONICO DE INVESTIGACIONES CIENTIFICAS - SINCHI,INFORMACION NO SOLICITADA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
112155333077,SEMANA NACIONAL DE LA CIENCIA LA TECNOLOGIA Y LA INNOVACION - NORTE DE SANTANDER,UNIVERSIDAD DE PAMPLONA - UDP,INFORMACION NO SOLICITADA,NORTE DE SANTANDER,PAMPLONA,,,,,,,
581355333088,Semana Naciional de la Ciencia la Tecnologia y la Innovacion 2012 en el departamento del Valle del Cauca,Instituto Cinara,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
113171249749,Taxonomia de Pipunculidae (Diptera Insecta) de Colombia,UNIVERSIDAD DE LA AMAZONIA,BIOLOGIA,CAQUETA,FLORENCIA,,,,,,,
581555333078,Semana de la ciencia la tecnologia y la innovacion- departamento del Guaviare convocatoria 553-2012,COOPERATIVA MULTIACTIVA COOTREGUA,INFORMACION NO SOLICITADA,GUAINIA,INIRIDA,,,,,,,
127855333243,SEMANA NACIONAL DE LA CIENCIA LA TECNOLOGIA Y LA INNOVACION 2012 - CASANARE ,FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL,INFORMACION NO SOLICITADA,SANTANDER,SAN GIL,,,,,,,
101055232569,CIENCIA SOCIEDAD TECNOLOGIA E INNOVACION EN EL DEPARTAMENTO DEL GUAVIARE,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE AMAZONIA,PLANES ESTRATEGICOS DE CTeI,AMAZONAS,LETICIA,,,,,,,
101055232566,PLAN ESTRATEGICO DE CIENCIA TECNOLOGIA E INNOVACION PARA EL DEPARTAMENTO DE VAUPES,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE AMAZONIA,PLANES ESTRATEGICOS DE CTeI,AMAZONAS,MITU,,,,,,,
111860337707,Estudio del sistema logistico de carga en los principales corredores de Colombia - E-TRANSCOL,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,LOGISTICA Y TRANSPORTE,ANTIOQUIA,MEDELLIN,,,,,,,
120460337691,Diseno de herramientas metodologicas y tecnologicas para la medicion del desempeno de corredores y cadenas logisticas nacionales con el fin de optimizar su funcionamiento,UNIVERSIDAD DE LOS ANDES - UNIANDES,LOGISTICA Y TRANSPORTE,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
329056237165,DESARROLLO DE UN SISTEMA ELECTRONICO INTELIGENTE DE MEDICION Y ADMINISTRACION DEL SUMINISTRO DE ENERGIA ELECTRICA A USUARIOS FINALES,CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO DE LA INDUSTRIA ELECTRO Y TIC - CIDEI,MATERIALES Y ELECTRONICA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
211756237645,Safe Candy Plataforma de analisis validacion y configuracion de seguridad de aplicaciones Android (version actualizada),UNIVERSIDAD ICESI,SOFTWARE Y TECNOLOGIAS DE INFORMACION Y COMUNICACIONES,VALLE DEL CAUCA,CALI,,,,,,,
122056238444,Desarrollo de una solucion tecnologica inalambrica (GPRS/GPS) para la localizacion y seguimientos de activos moviles que sea compatible con los sistemas GPRS ya existentes.,ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO - E.C.I.,TELECOMUNICACIONES,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111356237815,Framework de desarrollo de aplicaciones y juegos para sistemas iOS y Android en Unity con sistema de analiticas de uso y marketing,UNIVERSIDAD DEL QUINDIO - UNIQUINDIO,INFORMATICA,QUINDIO,ARMENIA,,,,,,,
651456237187,TOLIMA TEXGREEN una estrategia para hacer del Tolima un territorio productor de confecciones diferenciadas de talla mundial ,CENTRO REGIONAL DE PRODUCTIVIDAD Y DESARROLLO TECNOLOGICO DEL TOLIMA - C.R.P.T.,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA,TOLIMA,IBAGUE,,,,,,,
111856237810,OBTENCION DE UN CONCENTRADO PROTEICO Y UN CONCENTRADO HIDROLIZADO DE LACTOSA (SIROPE) A PARTIR DE SUERO DULCE DE QUESERIA Y EVALUACION DE SU APLICACION COMO INGREDIENTE ALIMENTICIO.,UNIVERSIDAD NACIONAL DE COLOMBIA - SEDE MEDELLIN,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA,ANTIOQUIA,MEDELLIN,,,,,,,
121656237831,ESTABLECER EL EFECTO DE LA ADICION DE LAURALACTAMA EN LA COPOLIMERIZACION CON LA CAPROLACTAMA EN LAS PROPIEDADES TERMICAS MECANICAS Y TRIBOLOGICAS,UNIVERSIDAD EAFIT,DISENO Y DESARROLLO DE NUEVOS PRODUCTOS,ANTIOQUIA,MEDELLIN,,,,,,,
225156237180,DESARROLLO DE UNA NUEVA TECNOLOGIA DE PROCESAMIENTO DE POST-COSECHA DE CACAOS FINOS Y DE AROMA EN CENTROS DE ACOPIO PARA MERCADOS INTERNACIONALES,CENTRO NACIONAL DE INVESTIGACIONES DE CAFE - CENICAFE,MEJORAMIENTO SUSTANCIAL DE PROCESOS Y DE PRODUCTOS,CALDAS,CHINCHINA,,,,,,,
110656237170,PROYECTO- DISENO INTEGRAL DE ESTRATEGIAS PARA EL CONTROL DE DESGASTE EROSIVO EN TURBINAS,UNIVERSIDAD DEL VALLE - UNIVALLE,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
110656238315,DESARROLLO DE ALEACION DE ALUMINIO SERIE 6xxx PARA USO COMO CONDUCTOR ELECTRICO EN APLICACIONES DE CABLES UMBILICALES,UNIVERSIDAD DEL VALLE - UNIVALLE,INFORMACION NO SOLICITADA,VALLE DEL CAUCA,CALI,,,,,,,
121556238952,DESARROLLO Y VALIDACION DE UNA HERRAMIENTA DE MODELIZACION DE PROCESOS DE NEGOCIO CON ENFOQUE EN OPTIMIZACION DE SERVICIOS,UNIVERSIDAD DEL NORTE - UNINORTE,INFORMACION NO SOLICITADA,ATLANTICO,BARRANQUILLA,,,,,,,
653354431858,FORTALECIMIENTO DEL LABORATORIO <<CENTRO DE GESTION DE COLOR>> DE LA INDUSTRIA DE LA COMUNICACION GRAFICA,CENTRO DE DESARROLLO TECNOLOGICO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA - CIGRAF,ASEGURAMIENTO DE CALIDAD Y METROLOGIA,BOGOTA D.C.,BOGOTA D.C.,,,,,,,
111454431856,ESTANDARIZACION Y ACREDITACION DE LOS ENSAYOS DE PRODUCTO TERMINADO DEL CENTRO DE INVESTIGACION DE MATERIALES CERAMICOS DE LA UNIVERSIDAD FRANCISCO DE PAULA SANTANDER,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER - UFPS,MATERIALES Y ELECTRONICA,NORTE DE SANTANDER,CUCUTA,,,,,,,
121054432005,Estandarizacion y acreditacion del metodo de ensayo de microdureza (Vickers y Knoop) segun la norma ASTM E384.,UNIVERSIDAD PONTIFICIA BOLIVARIANA - SEDE MEDELLIN,MATERIALES Y ELECTRONICA,ANTIOQUIA,MEDELLIN,,,,,,,
656654431852,ESTANDARIZACION DEL PROCESO DE  CALIBRACION DE ULTRASONIDOS EMPLEADOS EN DIAGNOSTICO Y TRATAMIENTO TERAPEUTICO.,FUNDACION CARDIOVASCULAR DE COLOMBIA - FCV,AUTOMATIZACION Y MODERNIZACION DE PROCESOS,SANTANDER,BUCARAMANGA,,,,,,,
121554431965,Estandarizacion y acreditacion bajo la norma NTC ISO/IEC 17025 de los ensayos de  mecanica tension impacto y dureza de elementos metalicos y soldadura en el  Centro Integrado de Materiales y Manufactura CIMM de la Universidad del  Norte.,UNIVERSIDAD DEL NORTE - UNINORTE,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA,ATLANTICO,BARRANQUILLA,,,,,,,
121554432010,ESTANDARIZACION Y ACREDITACION BAJO LA NORMA NTC ISO IEC 17025 DE ENSAYOS PARA ANALISIS  Y EVALUACION DE RESISTENCIA DE CONCRETOS Y DE CALIDAD DE AGUAS COMO COMPONENTE DE CONCRETOS EN LOS LABORATORIOS ADSCRITOS AL DEPARTAMENTO DE INGENIERIA CIVIL Y AMBIENTAL DE LA UNIVERSIDAD DEL NORTE DE BARRANQUILLA,UNIVERSIDAD DEL NORTE - UNINORTE,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA,ATLANTICO,BARRANQUILLA,,,,,,,
111054432056,Acreditacion de nuevas pruebas y ensayos del laboratorio de carrocerias de trasnporte publico de pasajeros,UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA,RISARALDA,PEREIRA,,,,,,,
338754431889,Validacion y puesta en marcha de la Tecnica de Migracion Global de sustancias no volatiles Aplicada a Envases en Contacto con Alimentos carnicos.,INSTITUTO DE CIENCIA Y TECNOLOGIA ALIMENTARIA - FUNDACION INTAL,INVESTIGACIONES Y ESTUDIOS DE BASE DE LA INDUSTRIA,ANTIOQUIA,ITAGUI,,,,,,,
338754431888,Validacion de los metodos de evaluacion de la actividad microbicida y bacteriostatica de agentes antimicrobianos y desinfectantes utilizados en la industria para garantizar la inocuidad y calidad de los alimentos.,INSTITUTO DE CIENCIA Y TECNOLOGIA ALIMENTARIA - FUNDACION INTAL,INFORMACION NO SOLICITADA,ANTIOQUIA,ITAGUI,,,,,,,
111554431905,Estandarizacion y validacion del metodo de analisis de dioxinas y furanos en camarones y aceites y grasas vegetales,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
111554431925,Estandarizacion calibracion y certificacion de pruebas de flameo en seco de aisladores solidos,UNIVERSIDAD DE ANTIOQUIA - UDEA,INFORMACION NO SOLICITADA,ANTIOQUIA,MEDELLIN,,,,,,,
